Protein Accession	DNA Accession	ARO Category Name	ARO Accession
CAQ53840.1	AM998375	antibiotic inactivation enzyme	ARO:3000557
CAQ53840.1	AM998375	beta-lactam resistance gene	ARO:3000129
NP_417177.1	NC_000913.3	aminocoumarin resistance gene	ARO:3000477
NP_415791.1	NC_000913.3	aminocoumarin resistance gene	ARO:3000477
NP_250709.1	NC_002516	efflux pump conferring antibiotic resistance	ARO:3000159
NP_250708.1	NC_002516	efflux pump conferring antibiotic resistance	ARO:3000159
CAA28209.1	X04555	aminoglycoside resistance gene	ARO:3000104
CAA28209.1	X04555	antibiotic inactivation enzyme	ARO:3000557
AAL51021.2	AF453998	aminoglycoside resistance gene	ARO:3000104
AAL51021.2	AF453998	antibiotic inactivation enzyme	ARO:3000557
AAO83986.1	EF540343	aminoglycoside resistance gene	ARO:3000104
AAO83986.1	EF540343	antibiotic inactivation enzyme	ARO:3000557
YP_006938491.1	NC_013342.1	aminoglycoside resistance gene	ARO:3000104
YP_006938491.1	NC_013342.1	antibiotic inactivation enzyme	ARO:3000557
AAA25717.1	M98270	aminoglycoside resistance gene	ARO:3000104
AAA25717.1	M98270	antibiotic inactivation enzyme	ARO:3000557
AAM76670.1	AY114142	aminoglycoside resistance gene	ARO:3000104
AAM76670.1	AY114142	antibiotic inactivation enzyme	ARO:3000557
YP_008997281.1	NC_023287	aminoglycoside resistance gene	ARO:3000104
YP_008997281.1	NC_023287	antibiotic inactivation enzyme	ARO:3000557
AIJ27543.1	KF864551.1	aminoglycoside resistance gene	ARO:3000104
AIJ27543.1	KF864551.1	antibiotic inactivation enzyme	ARO:3000557
AFU35063.1	JX560992	aminoglycoside resistance gene	ARO:3000104
AFU35063.1	JX560992	antibiotic inactivation enzyme	ARO:3000557
YP_499533.1	NC_007795.1	antibiotic resistant gene variant or mutant	ARO:0000031
YP_499533.1	NC_007795.1	peptide antibiotic resistance gene	ARO:3000751
AAX38178.1	AY939911	aminoglycoside resistance gene	ARO:3000104
AAX38178.1	AY939911	antibiotic inactivation enzyme	ARO:3000557
AGV10818.1	CP004067	aminoglycoside resistance gene	ARO:3000104
AGV10818.1	CP004067	antibiotic inactivation enzyme	ARO:3000557
AAK63040.1	AF337947	aminoglycoside resistance gene	ARO:3000104
AAK63040.1	AF337947	antibiotic inactivation enzyme	ARO:3000557
AAB49832.1	U51479	aminoglycoside resistance gene	ARO:3000104
AAB49832.1	U51479	antibiotic inactivation enzyme	ARO:3000557
AAC14693.1	AF016483	aminoglycoside resistance gene	ARO:3000104
AAC14693.1	AF016483	antibiotic inactivation enzyme	ARO:3000557
CAA37605.1	X53527	aminoglycoside resistance gene	ARO:3000104
CAA37605.1	X53527	antibiotic inactivation enzyme	ARO:3000557
CAE51638.1	BX664015	aminoglycoside resistance gene	ARO:3000104
CAE51638.1	BX664015	antibiotic inactivation enzyme	ARO:3000557
ABK33456.1	AF313472	aminoglycoside resistance gene	ARO:3000104
ABK33456.1	AF313472	antibiotic inactivation enzyme	ARO:3000557
AAA26412.1	M20305	aminoglycoside resistance gene	ARO:3000104
AAA26412.1	M20305	antibiotic inactivation enzyme	ARO:3000557
ABC68330.1	DQ336355	aminoglycoside resistance gene	ARO:3000104
ABC68330.1	DQ336355	antibiotic inactivation enzyme	ARO:3000557
WP_000572405.1	NG_047417.1	aminoglycoside resistance gene	ARO:3000104
WP_000572405.1	NG_047417.1	antibiotic inactivation enzyme	ARO:3000557
CAA62365.1	X90856	aminoglycoside resistance gene	ARO:3000104
CAA62365.1	X90856	antibiotic inactivation enzyme	ARO:3000557
ADQ43421.1	HQ424460	aminoglycoside resistance gene	ARO:3000104
ADQ43421.1	HQ424460	antibiotic inactivation enzyme	ARO:3000557
AGV10830.1	CP004067	aminoglycoside resistance gene	ARO:3000104
AGV10830.1	CP004067	antibiotic inactivation enzyme	ARO:3000557
CAA27061.1	X03364	aminoglycoside resistance gene	ARO:3000104
CAA27061.1	X03364	antibiotic inactivation enzyme	ARO:3000557
AAA26699.1	K00432	aminoglycoside resistance gene	ARO:3000104
AAA26699.1	K00432	antibiotic inactivation enzyme	ARO:3000557
AAC32025.1	M22126	aminoglycoside resistance gene	ARO:3000104
AAC32025.1	M22126	antibiotic inactivation enzyme	ARO:3000557
AAB21326.1	S81599	aminoglycoside resistance gene	ARO:3000104
AAB21326.1	S81599	antibiotic inactivation enzyme	ARO:3000557
AGI04227.1	KC170992.1	aminoglycoside resistance gene	ARO:3000104
AGI04227.1	KC170992.1	antibiotic inactivation enzyme	ARO:3000557
CAA30578.1	X07753	aminoglycoside resistance gene	ARO:3000104
CAA30578.1	X07753	antibiotic inactivation enzyme	ARO:3000557
AAA76822.1	M29953	aminoglycoside resistance gene	ARO:3000104
AAA76822.1	M29953	antibiotic inactivation enzyme	ARO:3000557
CAA24743.1	V01499	aminoglycoside resistance gene	ARO:3000104
CAA24743.1	V01499	antibiotic inactivation enzyme	ARO:3000557
CAA52372.1	X74325	aminoglycoside resistance gene	ARO:3000104
CAA52372.1	X74325	antibiotic inactivation enzyme	ARO:3000557
CAA68516.1	Y00459	aminoglycoside resistance gene	ARO:3000104
CAA68516.1	Y00459	antibiotic inactivation enzyme	ARO:3000557
CAA29136.1	X05648	aminoglycoside resistance gene	ARO:3000104
CAA29136.1	X05648	antibiotic inactivation enzyme	ARO:3000557
CAA25854.1	X01702	aminoglycoside resistance gene	ARO:3000104
CAA25854.1	X01702	antibiotic inactivation enzyme	ARO:3000557
AAC23556.1	AF024602	aminoglycoside resistance gene	ARO:3000104
AAC23556.1	AF024602	antibiotic inactivation enzyme	ARO:3000557
CAA27276.1	X03615	aminoglycoside resistance gene	ARO:3000104
CAA27276.1	X03615	antibiotic inactivation enzyme	ARO:3000557
CAH15775.1	CR628337	aminoglycoside resistance gene	ARO:3000104
CAH15775.1	CR628337	antibiotic inactivation enzyme	ARO:3000557
AAB66655.1	U70376	aminoglycoside resistance gene	ARO:3000104
AAB66655.1	U70376	antibiotic inactivation enzyme	ARO:3000557
CBL58181.1	FN806789.3	aminoglycoside resistance gene	ARO:3000104
CBL58181.1	FN806789.3	antibiotic inactivation enzyme	ARO:3000557
BAM76830.1	AB765395	antibiotic inactivation enzyme	ARO:3000557
BAM76830.1	AB765395	beta-lactam resistance gene	ARO:3000129
YP_001332362.1	NC_009641	efflux pump conferring antibiotic resistance	ARO:3000159
YP_001332362.1	NC_009641	gene modulating antibiotic efflux	ARO:3000451
YP_499945.1	NC_007795	efflux pump conferring antibiotic resistance	ARO:3000159
YP_499945.1	NC_007795	gene modulating antibiotic efflux	ARO:3000451
ADC55560.1	GU437214.1	aminoglycoside resistance gene	ARO:3000104
ADC55560.1	GU437214.1	antibiotic target modifying enzyme	ARO:3000519
AAC75315.1	U00096	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
AAC75315.1	U00096	polymyxin resistance gene	ARO:3002984
AAC05822.1	AF001493	antibiotic inactivation enzyme	ARO:3000557
AAC05822.1	AF001493	rifampin resistance gene	ARO:3000383
AAC64366.1	AF078527	antibiotic inactivation enzyme	ARO:3000557
AAC64366.1	AF078527	rifampin resistance gene	ARO:3000383
ACD56151.1	EU675686	antibiotic inactivation enzyme	ARO:3000557
ACD56151.1	EU675686	rifampin resistance gene	ARO:3000383
ABV26705.1	EF660562	antibiotic inactivation enzyme	ARO:3000557
ABV26705.1	EF660562	rifampin resistance gene	ARO:3000383
ABV26707.1	EF660563	antibiotic inactivation enzyme	ARO:3000557
ABV26707.1	EF660563	rifampin resistance gene	ARO:3000383
CAZ48628.1	FN397623	antibiotic inactivation enzyme	ARO:3000557
CAZ48628.1	FN397623	rifampin resistance gene	ARO:3000383
AGC29882.1	KC199968	antibiotic inactivation enzyme	ARO:3000557
AGC29882.1	KC199968	rifampin resistance gene	ARO:3000383
AAC76093.1	U00096	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAC76093.1	U00096	peptide antibiotic resistance gene	ARO:3000751
EJR79613.1	AHFH01000028	antibiotic inactivation enzyme	ARO:3000557
EJR79613.1	AHFH01000028	macrolide resistance gene	ARO:3000315
EOO80837.1	AHEL01000071.1	antibiotic inactivation enzyme	ARO:3000557
EOO80837.1	AHEL01000071.1	macrolide resistance gene	ARO:3000315
CAX52582.1	AL009126	antibiotic target modifying enzyme	ARO:3000519
CAX52582.1	AL009126	peptide antibiotic resistance gene	ARO:3000751
BAA85265	AB016245	antibiotic resistant gene variant or mutant	ARO:0000031
BAA85265	AB016245	lipopeptide antibiotic resistance gene	ARO:3003073
YP_490321.1	NC_007779	efflux pump conferring antibiotic resistance	ARO:3000159
YP_490321.1	NC_007779	gene modulating antibiotic efflux	ARO:3000451
BAA15934.1	AP009048	efflux pump conferring antibiotic resistance	ARO:3000159
BAA15934.1	AP009048	gene modulating antibiotic efflux	ARO:3000451
AAL82403.1	AF469609	antibiotic resistant gene variant or mutant	ARO:0000031
AAL82403.1	AF469609	fluoroquinolone resistance gene	ARO:3000102
WP_005768149.1	NC_008783	aminocoumarin resistance gene	ARO:3000477
WP_005768149.1	NC_008783	antibiotic resistant gene variant or mutant	ARO:0000031
CAA29819.1	X06599	antibiotic inactivation enzyme	ARO:3000557
CAA29819.1	X06599	beta-lactam resistance gene	ARO:3000129
AAA22562.1	M19530	antibiotic inactivation enzyme	ARO:3000557
AAA22562.1	M19530	beta-lactam resistance gene	ARO:3000129
AAA99504.1	L20573	efflux pump conferring antibiotic resistance	ARO:3000159
AAA99505.1	L20573	efflux pump conferring antibiotic resistance	ARO:3000159
AAA99503.1	L20573	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA99503.1	L20573	peptide antibiotic resistance gene	ARO:3000751
AAZ04368.1	DQ089809	antibiotic inactivation enzyme	ARO:3000557
AAZ04368.1	DQ089809	beta-lactam resistance gene	ARO:3000129
ACV69996.1	FJ666063	antibiotic inactivation enzyme	ARO:3000557
ACV69996.1	FJ666063	beta-lactam resistance gene	ARO:3000129
ACT09140.1	GQ202694	antibiotic inactivation enzyme	ARO:3000557
ACT09140.1	GQ202694	beta-lactam resistance gene	ARO:3000129
YP_003971446	NC_014638	mupirocin resistance gene	ARO:3000529
BAL75272.1	AP012279	antibiotic inactivation enzyme	ARO:3000557
BAL75272.1	AP012279	beta-lactam resistance gene	ARO:3000129
AAR20595.1	AY453161	antibiotic inactivation enzyme	ARO:3000557
AAR20595.1	AY453161	beta-lactam resistance gene	ARO:3000129
CAA65601.1	X96858	antibiotic inactivation enzyme	ARO:3000557
CAA65601.1	X96858	beta-lactam resistance gene	ARO:3000129
ABU39978.1	EF540343	antibiotic inactivation enzyme	ARO:3000557
ABU39978.1	EF540343	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABU39978.1	EF540343	beta-lactam resistance gene	ARO:3000129
ABU39978.1	EF540343	gene modulating beta-lactam resistance	ARO:3000100
ABU39979.1	EF540343	antibiotic inactivation enzyme	ARO:3000557
ABU39979.1	EF540343	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABU39979.1	EF540343	beta-lactam resistance gene	ARO:3000129
ABU39979.1	EF540343	gene modulating beta-lactam resistance	ARO:3000100
YP_007652797.1	NC_020818.1	gene involved in antibiotic sequestration	ARO:3001207
YP_007652797.1	NC_020818.1	glycopeptide resistance gene	ARO:3000494
AAC36944.1	L32599	efflux pump conferring antibiotic resistance	ARO:3000159
AAA22277.1	M33768	efflux pump conferring antibiotic resistance	ARO:3000159
	NR_044732.2	aminoglycoside resistance gene	ARO:3000104
	NR_044732.2	antibiotic resistant gene variant or mutant	ARO:0000031
	NR_044732.2	aminoglycoside resistance gene	ARO:3000104
	NR_044732.2	antibiotic resistant gene variant or mutant	ARO:0000031
	NR_044732.2	aminoglycoside resistance gene	ARO:3000104
	NR_044732.2	antibiotic resistant gene variant or mutant	ARO:0000031
NP_212606	NC_001318	antibiotic resistant gene variant or mutant	ARO:0000031
NP_212606	NC_001318	fosfomycin resistance gene	ARO:3000271
Q8FW76	AE014292	antibiotic target modifying enzyme	ARO:3000519
Q8FW76	AE014292	peptide antibiotic resistance gene	ARO:3000751
YP_002344422.1	NC_002163.1	antibiotic resistant gene variant or mutant	ARO:0000031
YP_002344422.1	NC_002163.1	fluoroquinolone resistance gene	ARO:3000102
EEK14408.1	ACLQ01000019.1	antibiotic resistant gene variant or mutant	ARO:0000031
EEK14408.1	ACLQ01000019.1	fluoroquinolone resistance gene	ARO:3000102
AAC32027.1	M80346	efflux pump conferring antibiotic resistance	ARO:3000159
AAK96394.1	AF313471	antibiotic inactivation enzyme	ARO:3000557
AAK96394.1	AF313471	beta-lactam resistance gene	ARO:3000129
ACJ61335.1	EU850412	antibiotic inactivation enzyme	ARO:3000557
ACJ61335.1	EU850412	beta-lactam resistance gene	ARO:3000129
BAA02497.1	D13210	antibiotic inactivation enzyme	ARO:3000557
BAA02497.1	D13210	beta-lactam resistance gene	ARO:3000129
AFI72872.1	JQ364968	antibiotic inactivation enzyme	ARO:3000557
AFI72872.1	JQ364968	beta-lactam resistance gene	ARO:3000129
CCW43444.1	HF953351	antibiotic inactivation enzyme	ARO:3000557
CCW43444.1	HF953351	beta-lactam resistance gene	ARO:3000129
AIL92326.1	KJ934265	antibiotic inactivation enzyme	ARO:3000557
AIL92326.1	KJ934265	beta-lactam resistance gene	ARO:3000129
AIL92327.1	KJ934266	antibiotic inactivation enzyme	ARO:3000557
AIL92327.1	KJ934266	beta-lactam resistance gene	ARO:3000129
AIL92328.1	KJ934267	antibiotic inactivation enzyme	ARO:3000557
AIL92328.1	KJ934267	beta-lactam resistance gene	ARO:3000129
AAZ91704.1	DQ157752	antibiotic inactivation enzyme	ARO:3000557
AAZ91704.1	DQ157752	beta-lactam resistance gene	ARO:3000129
WP_020835015.1	NG_048723.1	antibiotic inactivation enzyme	ARO:3000557
WP_020835015.1	NG_048723.1	beta-lactam resistance gene	ARO:3000129
AGQ93789.1	CP006005	antibiotic inactivation enzyme	ARO:3000557
AGQ93789.1	CP006005	beta-lactam resistance gene	ARO:3000129
BAC61820.1	BA000032	antibiotic inactivation enzyme	ARO:3000557
BAC61820.1	BA000032	beta-lactam resistance gene	ARO:3000129
AHJ02283.1	CP007005	antibiotic inactivation enzyme	ARO:3000557
AHJ02283.1	CP007005	beta-lactam resistance gene	ARO:3000129
AAB19430.2	S46063	antibiotic inactivation enzyme	ARO:3000557
AAB19430.2	S46063	beta-lactam resistance gene	ARO:3000129
AAC09012.1	U14749	antibiotic inactivation enzyme	ARO:3000557
AAC09012.1	U14749	beta-lactam resistance gene	ARO:3000129
AAF61417.1	AF135373	antibiotic inactivation enzyme	ARO:3000557
AAF61417.1	AF135373	beta-lactam resistance gene	ARO:3000129
AAD19217.1	AF030945	antibiotic inactivation enzyme	ARO:3000557
AAD19217.1	AF030945	beta-lactam resistance gene	ARO:3000129
AAM74565.1	AF409092	antibiotic inactivation enzyme	ARO:3000557
AAM74565.1	AF409092	beta-lactam resistance gene	ARO:3000129
AAO59455.1	AY178993	antibiotic inactivation enzyme	ARO:3000557
AAO59455.1	AY178993	beta-lactam resistance gene	ARO:3000129
AAP22374.1	AY248038	antibiotic inactivation enzyme	ARO:3000557
AAP22374.1	AY248038	beta-lactam resistance gene	ARO:3000129
AKL79742.1	KP658477.1	gene conferring resistance via absence	ARO:3003768
AAA23018.1	M35190	antibiotic inactivation enzyme	ARO:3000557
AAA23018.1	M35190	chloramphenicol resistance gene	ARO:3000398
AAA22289.1	K00544	antibiotic inactivation enzyme	ARO:3000557
AAA22289.1	K00544	chloramphenicol resistance gene	ARO:3000398
AAA73865.1	M93113	antibiotic inactivation enzyme	ARO:3000557
AAA73865.1	M93113	chloramphenicol resistance gene	ARO:3000398
CAI47810.1	AJ878850	antibiotic inactivation enzyme	ARO:3000557
CAI47810.1	AJ878850	chloramphenicol resistance gene	ARO:3000398
NP_848167.1	NC_004771	antibiotic inactivation enzyme	ARO:3000557
NP_848167.1	NC_004771	chloramphenicol resistance gene	ARO:3000398
YP_006965431.1	NC_019368.1	antibiotic inactivation enzyme	ARO:3000557
YP_006965431.1	NC_019368.1	chloramphenicol resistance gene	ARO:3000398
CAA11473.1	AJ223604	antibiotic inactivation enzyme	ARO:3000557
CAA11473.1	AJ223604	chloramphenicol resistance gene	ARO:3000398
NP_249397.1	NC_002516	antibiotic inactivation enzyme	ARO:3000557
NP_249397.1	NC_002516	chloramphenicol resistance gene	ARO:3000398
YP_009077553.1	NG_035647.1	antibiotic inactivation enzyme	ARO:3000557
YP_009077553.1	NG_035647.1	chloramphenicol resistance gene	ARO:3000398
AAL68645.1	AF462019	antibiotic inactivation enzyme	ARO:3000557
AAL68645.1	AF462019	chloramphenicol resistance gene	ARO:3000398
AAF66228.1	AF226276.1	antibiotic inactivation enzyme	ARO:3000557
AAF66228.1	AF226276.1	chloramphenicol resistance gene	ARO:3000398
CAA23899.1	V00622	antibiotic inactivation enzyme	ARO:3000557
CAA23899.1	V00622	chloramphenicol resistance gene	ARO:3000398
CAA37805.1	X53796	antibiotic inactivation enzyme	ARO:3000557
CAA37805.1	X53796	chloramphenicol resistance gene	ARO:3000398
CAA30695.1	X07848	antibiotic inactivation enzyme	ARO:3000557
CAA30695.1	X07848	chloramphenicol resistance gene	ARO:3000398
AAB51421.1	U15027	antibiotic inactivation enzyme	ARO:3000557
AAB51421.1	U15027	chloramphenicol resistance gene	ARO:3000398
AAA23215.1	M55620	antibiotic inactivation enzyme	ARO:3000557
AAA23215.1	M55620	chloramphenicol resistance gene	ARO:3000398
CAA52904.1	X74948	antibiotic inactivation enzyme	ARO:3000557
CAA52904.1	X74948	chloramphenicol resistance gene	ARO:3000398
AAB53259.1	U75299	antibiotic inactivation enzyme	ARO:3000557
AAB53259.1	U75299	chloramphenicol resistance gene	ARO:3000398
CAC87665.1	AJ308331	antibiotic inactivation enzyme	ARO:3000557
CAC87665.1	AJ308331	beta-lactam resistance gene	ARO:3000129
ACT97415.1	GQ343019	antibiotic inactivation enzyme	ARO:3000557
ACT97415.1	GQ343019	beta-lactam resistance gene	ARO:3000129
WP_003107324.1	NC_008463.1	aminoglycoside resistance gene	ARO:3000104
AAA22904.1	M63556	antibiotic inactivation enzyme	ARO:3000557
AAA22904.1	M63556	beta-lactam resistance gene	ARO:3000129
CAE00499.1	AJ574887.1	efflux pump conferring antibiotic resistance	ARO:3000159
AAB58160.1	U97042	efflux pump conferring antibiotic resistance	ARO:3000159
AAB58161.1	U97042	efflux pump conferring antibiotic resistance	ARO:3000159
AAA21532.1	U05883	antibiotic inactivation enzyme	ARO:3000557
AAA21532.1	U05883	beta-lactam resistance gene	ARO:3000129
AAM63403.1	AY112998	antibiotic inactivation enzyme	ARO:3000557
AAM63403.1	AY112998	beta-lactam resistance gene	ARO:3000129
CAA56561.1	X80277	antibiotic inactivation enzyme	ARO:3000557
CAA56561.1	X80277	beta-lactam resistance gene	ARO:3000129
BAC76072.1	AB107899	antibiotic inactivation enzyme	ARO:3000557
BAC76072.1	AB107899	beta-lactam resistance gene	ARO:3000129
CAL64019.1	AM408573	antibiotic target modifying enzyme	ARO:3000519
CAL64019.1	AM408573	lincosamide resistance gene	ARO:3000241
CAL64019.1	AM408573	linezolid resistance gene	ARO:3000267
CAL64019.1	AM408573	macrolide resistance gene	ARO:3000315
CAL64019.1	AM408573	phenicol resistance gene	ARO:3000052
CAL64019.1	AM408573	streptogramin resistance gene	ARO:3000240
AAB17891.1	U38243	antibiotic inactivation enzyme	ARO:3000557
AAB17891.1	U38243	beta-lactam resistance gene	ARO:3000129
AAD23513.1	AF118110	antibiotic inactivation enzyme	ARO:3000557
AAD23513.1	AF118110	beta-lactam resistance gene	ARO:3000129
AAL79549.2	AF472622	antibiotic inactivation enzyme	ARO:3000557
AAL79549.2	AF472622	beta-lactam resistance gene	ARO:3000129
AAV37205.1	AY769933	antibiotic inactivation enzyme	ARO:3000557
AAV37205.1	AY769933	beta-lactam resistance gene	ARO:3000129
AAV37206.1	AY769934	antibiotic inactivation enzyme	ARO:3000557
AAV37206.1	AY769934	beta-lactam resistance gene	ARO:3000129
ACT97371.1	GQ342996	antibiotic inactivation enzyme	ARO:3000557
ACT97371.1	GQ342996	beta-lactam resistance gene	ARO:3000129
ABS29619.1	EF672680	antibiotic inactivation enzyme	ARO:3000557
ABS29619.1	EF672680	beta-lactam resistance gene	ARO:3000129
AAN28945	AY152390	fosfomycin resistance gene	ARO:3000271
	NC_005353.1	aminoglycoside resistance gene	ARO:3000104
	NC_005353.1	antibiotic resistant gene variant or mutant	ARO:0000031
	AB001778.1	aminoglycoside resistance gene	ARO:3000104
	AB001778.1	antibiotic resistant gene variant or mutant	ARO:0000031
AAS79458.1	AY509120	antibiotic target modifying enzyme	ARO:3000519
AAS79458.1	AY509120	gene involved in self resistance to antibiotic	ARO:3000492
AAS79458.1	AY509120	macrolide resistance gene	ARO:3000315
WP_015735625.1	NC_013406.1	antibiotic target modifying enzyme	ARO:3000519
WP_015735625.1	NC_013406.1	lincosamide resistance gene	ARO:3000241
WP_015735625.1	NC_013406.1	linezolid resistance gene	ARO:3000267
WP_015735625.1	NC_013406.1	macrolide resistance gene	ARO:3000315
